ClipID,status,pct_nan
1100021050.avi,ok,0.0
1100021055.avi,ok,0.0
1100022001.avi,ok,0.0
1100022002.avi,ok,0.0
1100022003.avi,ok,0.0
1100022004.avi,ok,0.0
1100022005.avi,ok,0.0
1100022008.avi,ok,0.0
1100022009.avi,ok,0.0
1100022014.avi,ok,0.0
1100022019.avi,ok,0.0
1100022020.avi,ok,0.0
1100022021.avi,ok,0.0
1100022022.avi,ok,0.0
1100022026.avi,ok,0.0
1100022027.avi,ok,0.0
1100022028.avi,ok,0.0
1100022029.avi,ok,0.0
1100022031.avi,ok,0.0
1100022035.avi,ok,0.0
1100022038.avi,ok,0.0
1100022039.avi,ok,0.0
1100022045.avi,ok,0.0
1100022046.avi,ok,0.0
1100022047.avi,ok,0.0
1100022048.avi,ok,0.0
1100022049.avi,ok,0.0
1100022051.avi,ok,0.0
1100022052.avi,ok,0.0
1100022053.avi,ok,0.0
1100022054.avi,ok,0.0
1100022055.avi,ok,0.0
1100022056.avi,ok,0.0
1100022057.avi,ok,0.0
1100041006.avi,ok,0.0
1100041015.avi,ok,0.0
1100041016.avi,ok,0.0
1100041017.avi,ok,0.0
1100041018.avi,ok,0.0
1100041021.avi,ok,0.0
1100041022.avi,ok,0.0
1100041023.avi,ok,0.0
1100041024.avi,ok,0.0
1100041029.avi,ok,0.0
1100041034.avi,ok,0.0
1100041044.avi,ok,0.0
1100041051.avi,ok,0.0
1100041052.avi,ok,0.0
1100042009.avi,ok,0.0
1100042010.avi,ok,0.0
1100042011.avi,ok,0.0
1100042017.avi,ok,0.0
1100042018.avi,ok,0.0
1100042019.avi,ok,0.0
1100042020.avi,ok,0.0
1100042023.avi,ok,0.0
1100042024.avi,ok,0.0
1100042025.avi,ok,0.0
1100042026.avi,ok,0.0
1100042029.avi,ok,0.0
1100042030.avi,ok,0.0
1100042031.avi,ok,0.0
1100042034.avi,ok,0.0
1100042040.avi,ok,0.0
1100042041.avi,ok,0.0
1100042058.avi,ok,0.0
1100042059.avi,ok,0.0
1100042060.avi,ok,0.0
1100051002.avi,ok,0.0
1100051004.avi,ok,0.0
1100051006.avi,ok,0.0
1100051007.avi,ok,0.0
1100051008.avi,ok,0.0
1100051009.avi,ok,0.0
1100051011.avi,ok,0.0
1100051012.avi,ok,0.0
1100051013.avi,ok,0.0
1100051014.avi,ok,0.0
1100051016.avi,ok,0.0
1100051017.avi,ok,0.0
1100051019.avi,ok,0.0
1100051020.avi,ok,0.0
1100051021.avi,ok,0.0
1100051022.avi,ok,0.0
1100051023.avi,ok,0.0
1100051024.avi,ok,0.0
1100051025.avi,ok,0.0
1100051026.avi,ok,0.0
1100051028.avi,ok,0.0
1100051029.avi,ok,0.0
1100051030.avi,ok,0.0
1100051031.avi,ok,0.0
1100051032.avi,ok,0.0
1100051033.avi,ok,0.0
1100051034.avi,ok,0.0
1100051035.avi,ok,0.0
1100051036.avi,ok,0.0
1100051037.avi,ok,0.0
1100051039.avi,ok,0.0
1100051041.avi,ok,0.0
1100051042.avi,ok,0.0
1100051044.avi,ok,0.0
1100051045.avi,ok,0.0
1100051046.avi,ok,0.0
1100051048.avi,ok,0.0
1100051049.avi,ok,0.0
1100051050.avi,ok,0.0
1100051051.avi,ok,0.0
1100051052.avi,ok,0.0
1100051053.avi,ok,0.0
1100051054.avi,ok,0.0
1100051055.avi,ok,0.0
1100051056.avi,ok,0.0
1100051057.avi,ok,0.0
1100051059.avi,ok,0.0
1100051061.avi,ok,0.0
1100051062.avi,ok,0.0
1100051064.avi,ok,0.0
1100051065.avi,ok,0.0
1100051066.avi,ok,0.0
1100051067.avi,ok,0.0
1100051068.avi,ok,0.0
1100051071.avi,ok,0.0
1100051076.avi,ok,0.0
1100051078.avi,ok,0.0
1100051079.avi,ok,0.0
1100052001.avi,ok,0.0
1100052002.avi,ok,0.0
1100052006.avi,ok,0.0
1100052007.avi,ok,0.0
1100052008.avi,ok,0.0
1100052009.avi,ok,0.0
1100052014.avi,ok,0.0
1100052023.avi,ok,0.0
1100052024.avi,ok,0.0
1100052026.avi,ok,0.0
1100052027.avi,ok,0.0
1100052028.avi,ok,0.0
1100052030.avi,ok,0.0
1100052031.avi,ok,0.0
1100052032.avi,ok,0.0
1100052033.avi,ok,0.0
1100052035.avi,ok,0.0
1100052036.avi,ok,0.0
1100052037.avi,ok,0.0
1100052038.avi,ok,0.0
1100052039.avi,ok,0.0
1100052040.avi,ok,0.0
1100052041.avi,ok,0.0
1100052047.avi,ok,0.0
1100052048.avi,ok,0.0
1100052049.avi,ok,0.0
1100052051.avi,ok,0.0
1100052055.avi,ok,0.0
1100052057.avi,ok,0.0
1100052060.avi,ok,0.0
1100052061.avi,ok,0.0
1100052062.avi,ok,0.0
1100052065.avi,ok,0.0
1100052068.avi,ok,0.0
1100052070.avi,ok,0.0
1100061009.avi,ok,0.0
1100061010.avi,ok,0.0
1100061011.avi,ok,0.0
1100061012.avi,ok,0.0
1100061013.avi,ok,0.0
1100061015.avi,ok,0.0
1100061016.avi,ok,0.0
1100061018.avi,ok,0.0
1100061019.avi,ok,0.0
1100061022.avi,ok,0.0
1100061023.avi,ok,0.0
1100061025.avi,ok,0.0
1100061027.avi,ok,0.0
1100061028.avi,ok,0.0
1100061030.avi,ok,0.0
1100061031.avi,ok,0.0
1100061032.avi,ok,0.0
1100061033.avi,ok,0.0
1100061034.avi,ok,0.0
1100061035.avi,ok,0.0
1100061036.avi,ok,0.0
1100061038.avi,ok,0.0
1100061039.avi,ok,0.0
1100061040.avi,ok,0.0
1100061042.avi,ok,0.0
1100061043.avi,ok,0.0
1100061044.avi,ok,0.0
1100061046.avi,ok,0.0
1100061047.avi,ok,0.0
1100061048.avi,ok,0.0
1100061049.avi,ok,0.0
1100061050.avi,ok,0.0
1100061051.avi,ok,0.0
1100061053.avi,ok,0.0
1100061057.avi,ok,0.0
1100061058.avi,ok,0.0
1100061061.avi,ok,0.0
1100061063.avi,ok,0.0
1100061064.avi,ok,0.0
1100061067.avi,ok,0.0
1100061068.avi,ok,0.0
1100061069.avi,ok,0.0
1100061073.avi,ok,0.0
1100061074.avi,ok,0.0
1100061077.avi,ok,0.0
1100061078.avi,ok,0.0
1100062004.avi,ok,0.0
1100062005.avi,ok,0.0
1100062007.avi,ok,0.0
1100062008.avi,ok,0.0
1100062009.avi,ok,0.0
1100062016.avi,ok,0.0
1100062017.avi,ok,0.0
1100062024.avi,ok,0.0
1100062028.avi,ok,0.0
1100062029.avi,ok,0.0
1100062036.avi,ok,0.0
1100062037.avi,ok,0.0
1100062044.avi,ok,0.0
1100062045.avi,ok,0.0
1100062046.avi,ok,0.0
1100062049.avi,ok,0.0
1100062051.avi,ok,0.0
1100062053.avi,ok,0.0
1100062054.avi,ok,0.0
1100062059.avi,ok,0.0
1100062060.avi,ok,0.0
1100062061.avi,ok,0.0
1100062062.avi,ok,0.0
1100062063.avi,ok,0.0
1100062064.avi,ok,0.0
1100062065.avi,ok,0.0
1100062066.avi,ok,0.0
1100062067.avi,ok,0.0
1100062068.avi,ok,0.0
1100062069.avi,ok,0.0
1100062070.avi,ok,0.0
1100062071.avi,ok,0.0
1100062072.avi,ok,0.0
1100071005.avi,ok,0.0
1100071006.avi,ok,0.0
1100071007.avi,ok,0.0
1100071008.avi,ok,0.0
1100071009.avi,ok,0.0
1100071010.avi,ok,0.0
1100071011.avi,ok,0.0
1100071012.avi,ok,0.0
1100071013.avi,ok,0.0
1100071014.avi,ok,0.0
1100071015.avi,ok,0.0
1100071016.avi,ok,0.0
1100071017.avi,ok,0.0
1100071018.avi,ok,0.0
1100071019.avi,ok,0.0
1100071020.avi,ok,0.0
1100071021.avi,ok,0.0
1100071022.avi,ok,0.0
1100071023.avi,ok,0.0
1100071024.avi,ok,0.0
1100071026.avi,ok,0.0
1100071027.avi,ok,0.0
1100071028.avi,ok,0.0
1100071029.avi,ok,0.0
1100071030.avi,ok,0.0
1100071031.avi,ok,0.0
1100071032.avi,ok,0.0
1100071033.avi,ok,0.0
1100071034.avi,ok,0.0
1100071035.avi,ok,0.0
1100071036.avi,ok,0.0
1100071037.avi,ok,0.0
1100071040.avi,ok,0.0
1100071041.avi,ok,0.0
1100071042.avi,ok,0.0
1100071043.avi,ok,0.0
1100071044.avi,ok,0.0
1100071045.avi,ok,0.0
1100071046.avi,ok,0.0
1100071047.avi,ok,0.0
1100071049.avi,ok,0.0
1100071050.avi,ok,0.0
1100071052.avi,ok,0.0
1100071054.avi,ok,0.0
1100071055.avi,ok,0.0
1100071056.avi,ok,0.0
1100071057.avi,ok,0.0
1100071058.avi,ok,0.0
1100071059.avi,ok,0.0
1100071060.avi,ok,0.0
1100071061.avi,ok,0.0
1100071062.avi,ok,0.0
1100071063.avi,ok,0.0
1100071064.avi,ok,0.0
1100071065.avi,ok,0.0
1100071066.avi,ok,0.0
1100071067.avi,ok,0.0
1100071069.avi,ok,0.0
1100071070.avi,ok,0.0
1100071071.avi,ok,0.0
1100071072.avi,ok,0.0
1100071073.avi,ok,0.0
1100071074.avi,ok,0.0
1100071075.avi,ok,0.0
1100071076.avi,ok,0.0
1100071077.avi,ok,0.0
1100071078.avi,ok,0.0
1100071079.avi,ok,0.0
1100071080.avi,ok,0.0
1100071081.avi,ok,0.0
1100072001.avi,ok,0.0
1100072002.avi,ok,0.0
1100072003.avi,ok,0.0
1100072004.avi,ok,0.0
1100072006.avi,ok,0.0
1100072007.avi,ok,0.0
1100072008.avi,ok,0.0
1100072009.avi,ok,0.0
1100072010.avi,ok,0.0
1100072011.avi,ok,0.0
1100072012.avi,ok,0.0
1100072013.avi,ok,0.0
1100072014.avi,ok,0.0
1100072015.avi,ok,0.0
1100072016.avi,ok,0.0
1100072021.avi,ok,0.0
1100072022.avi,ok,0.0
1100072023.avi,ok,0.0
1100072024.avi,ok,0.0
1100072027.avi,ok,0.0
1100072028.avi,ok,0.0
1100072029.avi,ok,0.0
1100072030.avi,ok,0.0
1100072031.avi,ok,0.0
1100072032.avi,ok,0.0
1100072033.avi,ok,0.0
1100072034.avi,ok,0.0
1100072036.avi,ok,0.0
1100072037.avi,ok,0.0
1100072038.avi,ok,0.0
1100072039.avi,ok,0.0
1100072040.avi,ok,0.0
1100072042.avi,ok,0.0
1100072043.avi,ok,0.0
1100072045.avi,ok,0.0
1100072047.avi,ok,0.0
1100072048.avi,ok,0.0
1100072049.avi,ok,0.0
1100072050.avi,ok,0.0
1100072051.avi,ok,0.0
1100072052.avi,ok,0.0
1100072053.avi,ok,0.0
1100072054.avi,ok,0.0
1100072056.avi,ok,0.0
1100072057.avi,ok,0.0
1100072058.avi,ok,0.0
1100072059.avi,ok,0.0
1100072060.avi,ok,0.0
1100072061.avi,ok,0.0
1100072062.avi,ok,0.0
1100072063.avi,ok,0.0
1100072065.avi,ok,0.0
1100072066.avi,ok,0.0
1100072067.avi,ok,0.0
1100072068.avi,ok,0.0
1100072069.avi,ok,0.0
1100072070.avi,ok,0.0
1100072071.avi,ok,0.0
1100072072.avi,ok,0.0
1100072073.avi,ok,0.0
1100072074.avi,ok,0.0
1100072075.avi,ok,0.0
1100072076.avi,ok,0.0
1100072077.avi,ok,0.0
1100072078.avi,ok,0.0
1100072079.avi,ok,0.0
1100072080.avi,ok,0.0
1100072081.avi,ok,0.0
1100072082.avi,ok,0.0
1100072083.avi,ok,0.0
1100072084.avi,ok,0.0
1100072085.avi,ok,0.0
1100081044.avi,ok,0.0
1100081045.avi,ok,0.0
1100081046.avi,ok,0.0
1100081047.avi,ok,0.0
1100081048.avi,ok,0.0
1100082002.avi,ok,0.0
1100082003.avi,ok,0.0
1100082018.avi,ok,0.0
1100082027.avi,ok,0.0
1100102003.avi,ok,0.0
1100111001.avi,ok,0.0
1100111002.avi,ok,0.0
1100111003.avi,ok,0.0
1100111008.avi,ok,0.0
1100111009.avi,ok,0.0
1100111010.avi,ok,0.0
1100111011.avi,ok,0.0
1100111012.avi,ok,0.0
1100111013.avi,ok,0.0
1100111014.avi,ok,0.0
1100111016.avi,ok,0.0
1100111017.avi,ok,0.0
1100111018.avi,ok,0.0
1100111019.avi,ok,0.0
1100111021.avi,ok,0.0
1100111023.avi,ok,0.0
1100111025.avi,ok,0.0
1100111026.avi,ok,0.0
1100111027.avi,ok,0.0
1100111029.avi,ok,0.0
1100111030.avi,ok,0.0
1100111032.avi,ok,0.0
1100112001.avi,ok,0.0
1100112002.avi,ok,0.0
1100112003.avi,ok,0.0
1100112004.avi,ok,0.0
1100112006.avi,ok,0.0
1100112007.avi,ok,0.0
1100112008.avi,ok,0.0
1100112009.avi,ok,0.0
1100112010.avi,ok,0.0
1100112011.avi,ok,0.0
1100112012.avi,ok,0.0
1100112013.avi,ok,0.0
1100112014.avi,ok,0.0
1100112015.avi,ok,0.0
1100112016.avi,ok,0.0
1100112017.avi,ok,0.0
1100112018.avi,ok,0.0
1100112021.avi,ok,0.0
1100112022.avi,ok,0.0
1100112024.avi,ok,0.0
1100112025.avi,ok,0.0
1100112026.avi,ok,0.0
1100112029.avi,ok,0.0
1100112030.avi,ok,0.0
1100112033.avi,ok,0.0
1100112035.avi,ok,0.0
1100112036.avi,ok,0.0
1100112037.avi,ok,0.0
1100112038.avi,ok,0.0
1100112039.avi,ok,0.0
1100112040.avi,ok,0.0
1100112041.avi,ok,0.0
1100112042.avi,ok,0.0
1100112043.avi,ok,0.0
1100112044.avi,ok,0.0
1100112045.avi,ok,0.0
1100112047.avi,ok,0.0
1100112048.avi,ok,0.0
1100112051.avi,ok,0.0
1100112052.avi,ok,0.0
1100112053.avi,ok,0.0
1100112056.avi,ok,0.0
1100112057.avi,ok,0.0
1100112058.avi,ok,0.0
1100112059.avi,ok,0.0
1100112060.avi,ok,0.0
1100112061.avi,ok,0.0
1100112062.avi,ok,0.0
1100112063.avi,ok,0.0
1100112064.avi,ok,0.0
1100112065.avi,ok,0.0
1100112066.avi,ok,0.0
1100112068.avi,ok,0.0
1100121002.avi,ok,0.0
1100121003.avi,ok,0.0
1100121004.avi,ok,0.0
1100121005.avi,ok,0.0
1100121006.avi,ok,0.0
1100121007.avi,ok,0.0
1100121008.avi,ok,0.0
1100121009.avi,ok,0.0
1100121010.avi,ok,0.0
1100121011.avi,ok,0.0
1100121012.avi,ok,0.0
1100121015.avi,ok,0.0
1100121016.avi,ok,0.0
1100121017.avi,ok,0.0
1100121018.avi,ok,0.0
1100121019.avi,ok,0.0
1100121020.avi,ok,0.0
1100121024.avi,ok,0.0
1100121025.avi,ok,0.0
1100121028.avi,ok,0.0
1100121031.avi,ok,0.0
1100121032.avi,ok,0.0
1100121033.avi,ok,0.0
1100121034.avi,ok,0.0
1100121035.avi,ok,0.0
1100121036.avi,ok,0.0
1100121038.avi,ok,0.0
1100121040.avi,ok,0.0
1100121041.avi,ok,0.0
1100121042.avi,ok,0.0
1100121044.avi,ok,0.0
1100121045.avi,ok,0.0
1100121047.avi,ok,0.0
1100121049.avi,ok,0.0
1100121050.avi,ok,0.0
1100121052.avi,ok,0.0
1100121053.avi,ok,0.0
1100121054.avi,ok,0.0
1100121056.avi,ok,0.0
1100121057.avi,ok,0.0
1100121059.avi,ok,0.0
1100121060.avi,ok,0.0
1100121061.avi,ok,0.0
1100121064.avi,ok,0.0
1100122001.avi,ok,0.0
1100122002.avi,ok,0.0
1100122003.avi,ok,0.0
1100122005.avi,ok,0.0
1100122006.avi,ok,0.0
1100122007.avi,ok,0.0
1100122008.avi,ok,0.0
1100122009.avi,ok,0.0
1100122010.avi,ok,0.0
1100122011.avi,ok,0.0
1100122012.avi,ok,0.0
1100122013.avi,ok,0.0
1100122014.avi,ok,0.0
1100122015.avi,ok,0.0
1100122017.avi,ok,0.0
1100122018.avi,ok,0.0
1100122019.avi,ok,0.0
1100122020.avi,ok,0.0
1100122021.avi,ok,0.0
1100122023.avi,ok,0.0
1100122024.avi,ok,0.0
1100122025.avi,ok,0.0
1100122026.avi,ok,0.0
1100122031.avi,ok,0.0
1100122032.avi,ok,0.0
1100122033.avi,ok,0.0
1100122034.avi,ok,0.0
1100122035.avi,ok,0.0
1100122036.avi,ok,0.0
1100122037.avi,ok,0.0
1100122038.avi,ok,0.0
1100122039.avi,ok,0.0
1100122040.avi,ok,0.0
1100122041.avi,ok,0.0
1100122045.avi,ok,0.0
1100122047.avi,ok,0.0
1100122048.avi,ok,0.0
1100122050.avi,ok,0.0
1100122051.avi,ok,0.0
1100122052.avi,ok,0.0
1100122053.avi,ok,0.0
1100122054.avi,ok,0.0
1100122056.avi,ok,0.0
1100131006.avi,ok,0.0
1100131007.avi,ok,0.0
1100131009.avi,ok,0.0
1100131010.avi,ok,0.0
1100131011.avi,ok,0.0
1100131012.avi,ok,0.0
1100131017.avi,ok,0.0
1100131019.avi,ok,0.0
1100141001.avi,ok,0.0
1100141002.avi,ok,0.0
1100141003.avi,ok,0.0
1100141004.avi,ok,0.0
1100141005.avi,ok,0.0
1100141006.avi,ok,0.0
1100141007.avi,ok,0.0
1100141008.avi,ok,0.0
1100141009.avi,ok,0.0
1100141010.avi,ok,0.0
1100141011.avi,ok,0.0
1100141012.avi,ok,0.0
1100141013.avi,ok,0.0
1100141014.avi,ok,0.0
1100141015.avi,ok,0.0
1100141016.avi,ok,0.0
1100141017.avi,ok,0.0
1100141019.avi,ok,0.0
1100141020.avi,ok,0.0
1100141021.avi,ok,0.0
1100141023.avi,ok,0.0
1100141027.avi,ok,0.0
1100141028.avi,ok,0.0
1100141029.avi,ok,0.0
1100141030.avi,ok,0.0
1100141031.avi,ok,0.0
1100141032.avi,ok,0.0
1100141033.avi,ok,0.0
1100141034.avi,ok,0.0
1100141035.avi,ok,0.0
1100141036.avi,ok,0.0
1100141039.avi,ok,0.0
1100141040.avi,ok,0.0
1100141042.avi,ok,0.0
1100141044.avi,ok,0.0
1100141045.avi,ok,0.0
1100141046.avi,ok,0.0
1100141049.avi,ok,0.0
1100141050.avi,ok,0.0
1100141052.avi,ok,0.0
1100141053.avi,ok,0.0
1100141054.avi,ok,0.0
1100141055.avi,ok,0.0
1100141056.avi,ok,0.0
1100141057.avi,ok,0.0
1100142002.avi,ok,0.0
1100142003.avi,ok,0.0
1100142004.avi,ok,0.0
1100142007.avi,ok,0.0
1100142008.avi,ok,0.0
1100142009.avi,ok,0.0
1100142010.avi,ok,0.0
1100142011.avi,ok,0.0
1100142013.avi,ok,0.0
1100142014.avi,ok,0.0
1100142015.avi,ok,0.0
1100142017.avi,ok,0.0
1100142018.avi,ok,0.0
1100142019.avi,ok,0.0
1100142021.avi,ok,0.0
1100142022.avi,ok,0.0
1100142023.avi,ok,0.0
1100142024.avi,ok,0.0
1100142027.avi,ok,0.0
1100142028.avi,ok,0.0
1100142029.avi,ok,0.0
1100142030.avi,ok,0.0
1100142031.avi,ok,0.0
1100142032.avi,ok,0.0
1100142033.avi,ok,0.0
1100142034.avi,ok,0.0
1100142035.avi,ok,0.0
1100142038.avi,ok,0.0
1100142041.avi,ok,0.0
1100142043.avi,ok,0.0
1100142044.avi,ok,0.0
1100142045.avi,ok,0.0
1100142046.avi,ok,0.0
1100142048.avi,ok,0.0
1100142049.avi,ok,0.0
1100142050.avi,ok,0.0
1100142051.avi,ok,0.0
1100142052.avi,ok,0.0
1100142053.avi,ok,0.0
1100142056.avi,ok,0.0
1100142057.avi,ok,0.0
1100142058.avi,ok,0.0
1100142059.avi,ok,0.0
1100142060.avi,ok,0.0
1100151003.avi,ok,0.0
1100151004.avi,ok,0.0
1100151008.avi,ok,0.0
1100151009.avi,ok,0.0
1100151010.avi,ok,0.0
1100151011.avi,ok,0.0
1100151012.avi,ok,0.0
1100151013.avi,ok,0.0
1100151014.avi,ok,0.0
1100151015.avi,ok,0.0
1100151016.avi,ok,0.0
1100151017.avi,ok,0.0
1100151018.avi,ok,0.0
1100151019.avi,ok,0.0
1100151020.avi,ok,0.0
1100151021.avi,ok,0.0
1100151022.avi,ok,0.0
1100151023.avi,ok,0.0
1100151024.avi,ok,0.0
1100151028.avi,ok,0.0
1100151030.avi,ok,0.0
1100151032.avi,ok,0.0
1100151033.avi,ok,0.0
1100151035.avi,ok,0.0
1100151037.avi,ok,0.0
1100151038.avi,ok,0.0
1100151039.avi,ok,0.0
1100151040.avi,ok,0.0
1100151042.avi,ok,0.0
1100151043.avi,ok,0.0
1100151044.avi,ok,0.0
1100151047.avi,ok,0.0
1100151049.avi,ok,0.0
1100151050.avi,ok,0.0
1100151051.avi,ok,0.0
1100151052.avi,ok,0.0
1100151054.avi,ok,0.0
1100151055.avi,ok,0.0
1100151056.avi,ok,0.0
1100151057.avi,ok,0.0
1100151058.avi,ok,0.0
1100151062.avi,ok,0.0
1100152001.avi,ok,0.0
1100152004.avi,ok,0.0
1100152005.avi,ok,0.0
1100152006.avi,ok,0.0
1100152008.avi,ok,0.0
1100152009.avi,ok,0.0
1100152010.avi,ok,0.0
1100152013.avi,ok,0.0
1100152014.avi,ok,0.0
1100152015.avi,ok,0.0
1100152017.avi,ok,0.0
1100152019.avi,ok,0.0
1100152020.avi,ok,0.0
1100152022.avi,ok,0.0
1100152024.avi,ok,0.0
1100152025.avi,ok,0.0
1100152026.avi,ok,0.0
1100152027.avi,ok,0.0
1100152031.avi,ok,0.0
1100152032.avi,ok,0.0
1100152039.avi,ok,0.0
1100152040.avi,ok,0.0
1100152041.avi,ok,0.0
1100152042.avi,ok,0.0
1100152043.avi,ok,0.0
1100152048.avi,ok,0.0
1100152049.avi,ok,0.0
1100152050.avi,ok,0.0
1100152051.avi,ok,0.0
1100152055.avi,ok,0.0
1100152056.avi,ok,0.0
1100152061.avi,ok,0.0
1100152062.avi,ok,0.0
1100152067.avi,ok,0.0
1100152069.avi,ok,0.0
1100152070.avi,ok,0.0
1100161002.avi,ok,0.0
1100161004.avi,ok,0.0
1100161011.avi,ok,0.0
1100161012.avi,ok,0.0
1100161013.avi,ok,0.0
1100161014.avi,ok,0.0
1100161015.avi,ok,0.0
1100161016.avi,ok,0.0
1100161020.avi,ok,0.0
1100161021.avi,ok,0.0
1100161022.avi,ok,0.0
1100161023.avi,ok,0.0
1100161028.avi,ok,0.0
1100161029.avi,ok,0.0
1100161032.avi,ok,0.0
1100161035.avi,ok,0.0
1100161036.avi,ok,0.0
1100161038.avi,ok,0.0
1100161039.avi,ok,0.0
1100161041.avi,ok,0.0
1100161043.avi,ok,0.0
1100161044.avi,ok,0.0
1100161045.avi,ok,0.0
1100161046.avi,ok,0.0
1100161048.avi,ok,0.0
1100161050.avi,ok,0.0
1100161053.avi,ok,0.0
1100162005.avi,ok,0.0
1100162007.avi,ok,0.0
1100162011.avi,ok,0.0
1100162016.avi,ok,0.0
1100171001.avi,ok,0.0
1100171002.avi,ok,0.0
1100171004.avi,ok,0.0
1100171005.avi,ok,0.0
1100171007.avi,ok,0.0
1100171008.avi,ok,0.0
1100171009.avi,ok,0.0
1100171010.avi,ok,0.0
1100171011.avi,ok,0.0
1100171012.avi,ok,0.0
1100171013.avi,ok,0.0
1100171015.avi,ok,0.0
1100171016.avi,ok,0.0
1100171017.avi,ok,0.0
1100171019.avi,ok,0.0
1100171021.avi,ok,0.0
1100171022.avi,ok,0.0
1100171023.avi,ok,0.0
1100171031.avi,ok,0.0
1100171035.avi,ok,0.0
1100171036.avi,ok,0.0
1100171038.avi,ok,0.0
1100171039.avi,ok,0.0
1100171040.avi,ok,0.0
1100171041.avi,ok,0.0
1100171043.avi,ok,0.0
1100171045.avi,ok,0.0
1100171049.avi,ok,0.0
1100171055.avi,ok,0.0
1100171056.avi,ok,0.0
1100171057.avi,ok,0.0
1100171059.avi,ok,0.0
1100171061.avi,ok,0.0
1100171063.avi,ok,0.0
1100171064.avi,ok,0.0
1100171065.avi,ok,0.0
1100171067.avi,ok,0.0
1100171069.avi,ok,0.0
1100171070.avi,ok,0.0
1100171071.avi,ok,0.0
1100171072.avi,ok,0.0
1100171073.avi,ok,0.0
1100171074.avi,ok,0.0
1100171075.avi,ok,0.0
1100171076.avi,ok,0.0
1100171077.avi,ok,0.0
1100171078.avi,ok,0.0
1100171080.avi,ok,0.0
1100171083.avi,ok,0.0
1100172003.avi,ok,0.0
